image_id,question,question_type,answer_type,multiple_choice_answer,question_id,multiple_choices,answers_multiple_users
483,How many people are in the image?,how many,number,1,4833,"['13', '3', '14', '17', '15', '12', '16', '19', '20', '0', '1', '7', '4', '10', '9', '2', '5', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
484,How many people are in the image?,how many,number,2,4843,"['13', '18', '17', '8', '15', '14', '12', '16', '19', '0', '10', '9', '7', '1', '4', '2', '5', '6']","['2', '2', '13', '15', '6', '2', '2', '2', '16', '2']"
485,How many people are in the image?,how many,number,2,4853,"['3', '18', '14', '17', '15', '12', '19', '20', '16', '0', '10', '9', '7', '1', '4', '2', '6', '11']","['2', '2', '3', '2', '11', '2', '2', '2', '2', '2']"
486,How many people are in the image?,how many,number,1,4863,"['3', '13', '18', '2', '15', '12', '19', '20', '16', '0', '1', '9', '4', '10', '7', '17', '5', '6']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
489,How many people are in the image?,how many,number,2,4893,"['13', '3', '18', '17', '14', '8', '12', '16', '20', '19', '0', '7', '10', '1', '2', '5', '6', '11']","['2', '2', '16', '2', '2', '2', '2', '2', '2', '9']"
490,How many people are in the image?,how many,number,2,4903,"['3', '13', '18', '2', '14', '15', '8', '16', '19', '0', '9', '1', '4', '10', '17', '5', '6', '11']","['2', '2', '2', '2', '2', '7', '20', '2', '2', '2']"
491,How many people are in the image?,how many,number,1,4913,"['3', '13', '18', '14', '8', '15', '12', '16', '20', '0', '7', '1', '9', '10', '4', '2', '5', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
492,How many people are in the image?,how many,number,3,4923,"['3', '13', '18', '17', '8', '14', '12', '19', '20', '16', '0', '9', '10', '4', '1', '2', '5', '11']","['3', '3', '3', '3', '3', '3', '3', '20', '5', '3']"
493,How many people are in the image?,how many,number,1,4933,"['3', '13', '18', '2', '14', '15', '8', '16', '19', '20', '0', '1', '10', '4', '9', '7', '17', '5']","['1', '1', '1', '1', '1', '1', '1', '8', '1', '2']"
494,How many people are in the image?,how many,number,1,4943,"['13', '18', '14', '8', '15', '17', '12', '16', '20', '0', '9', '1', '10', '7', '4', '2', '5', '11']","['1', '1', '1', '1', '1', '1', '9', '16', '1', '7']"
495,How many people are in the image?,how many,number,1,4953,"['13', '3', '2', '14', '15', '12', '16', '20', '19', '0', '1', '7', '4', '9', '17', '5', '6', '11']","['1', '7', '5', '1', '12', '1', '1', '1', '1', '11']"
496,How many people are in the image?,how many,number,1,4963,"['3', '18', '2', '14', '15', '8', '12', '19', '20', '0', '1', '9', '7', '10', '4', '17', '5', '6']","['1', '1', '1', '1', '16', '4', '1', '20', '1', '1']"
497,How many people are in the image?,how many,number,1,4973,"['13', '3', '14', '8', '15', '19', '16', '20', '0', '10', '1', '7', '9', '4', '17', '5', '6', '11']","['1', '1', '9', '1', '1', '6', '1', '1', '1', '1']"
498,How many people are in the image?,how many,number,2,4983,"['13', '18', '14', '8', '17', '12', '16', '19', '20', '0', '7', '9', '4', '10', '1', '2', '5', '6']","['2', '2', '13', '2', '2', '2', '13', '2', '2', '2']"
499,How many people are in the image?,how many,number,1,4993,"['13', '3', '18', '14', '8', '17', '12', '19', '16', '20', '10', '1', '9', '7', '2', '5', '6', '11']","['1', '1', '13', '1', '1', '1', '12', '1', '1', '1']"
500,How many people are in the image?,how many,number,1,5003,"['13', '18', '14', '8', '15', '19', '20', '16', '0', '7', '1', '4', '9', '10', '17', '5', '6', '11']","['1', '8', '1', '18', '5', '1', '1', '1', '1', '2']"
501,How many people are in the image?,how many,number,1,5013,"['13', '18', '2', '14', '15', '8', '12', '16', '19', '20', '0', '10', '1', '4', '17', '5', '6', '11']","['1', '1', '1', '5', '1', '1', '1', '17', '1', '1']"
502,How many people are in the image?,how many,number,3,5023,"['3', '13', '18', '2', '14', '15', '8', '12', '19', '20', '0', '1', '7', '4', '9', '17', '6', '11']","['3', '3', '3', '18', '3', '3', '3', '3', '4', '18']"
505,How many people are in the image?,how many,number,1,5053,"['3', '13', '14', '15', '8', '12', '19', '20', '16', '10', '1', '4', '7', '9', '2', '5', '6', '11']","['1', '15', '1', '1', '16', '12', '1', '1', '4', '1']"
506,How many people are in the image?,how many,number,1,5063,"['13', '3', '18', '14', '8', '12', '19', '20', '0', '9', '1', '4', '10', '7', '2', '5', '6', '11']","['1', '8', '1', '1', '18', '1', '1', '4', '1', '12']"
507,How many people are in the image?,how many,number,1,5073,"['3', '13', '18', '14', '8', '15', '12', '16', '19', '0', '1', '10', '4', '9', '17', '5', '6', '11']","['1', '17', '1', '6', '1', '1', '1', '1', '2', '1']"
508,How many people are in the image?,how many,number,3,5083,"['3', '13', '18', '2', '8', '15', '12', '16', '19', '0', '1', '10', '4', '7', '9', '17', '5', '11']","['3', '3', '3', '5', '3', '5', '3', '3', '2', '3']"
509,How many people are in the image?,how many,number,1,5093,"['13', '3', '18', '14', '8', '17', '12', '15', '19', '16', '0', '1', '10', '4', '7', '2', '5', '6']","['1', '1', '1', '8', '1', '16', '1', '1', '5', '1']"
510,How many people are in the image?,how many,number,1,5103,"['13', '3', '18', '14', '15', '8', '12', '16', '20', '0', '1', '10', '9', '7', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '3', '1', '1', '1', '1']"
512,How many people are in the image?,how many,number,2,5123,"['3', '13', '2', '14', '15', '8', '12', '19', '16', '0', '10', '1', '4', '9', '7', '17', '6', '11']","['2', '2', '13', '2', '2', '2', '2', '15', '0', '2']"
513,How many people are in the image?,how many,number,2,5133,"['3', '13', '18', '17', '15', '14', '12', '19', '20', '0', '9', '10', '7', '4', '2', '5', '6', '11']","['2', '2', '0', '18', '2', '0', '2', '2', '2', '2']"
514,How many people are in the image?,how many,number,2,5143,"['3', '13', '18', '2', '14', '15', '8', '16', '20', '19', '0', '7', '1', '9', '17', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '2', '2', '4', '15']"
516,How many people are in the image?,how many,number,1,5163,"['3', '13', '18', '14', '8', '17', '12', '16', '20', '19', '0', '1', '9', '7', '4', '2', '5', '6']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
517,How many people are in the image?,how many,number,1,5173,"['13', '3', '18', '15', '12', '19', '20', '16', '0', '7', '1', '10', '9', '4', '17', '5', '6', '11']","['1', '1', '8', '3', '1', '1', '1', '1', '1', '0']"
518,How many people are in the image?,how many,number,1,5183,"['13', '3', '18', '14', '15', '17', '12', '16', '20', '19', '0', '1', '7', '4', '2', '5', '6', '11']","['1', '1', '0', '1', '1', '12', '1', '1', '1', '1']"
519,How many people are in the image?,how many,number,1,5193,"['13', '3', '14', '8', '17', '12', '19', '16', '20', '0', '1', '7', '10', '9', '2', '5', '6', '11']","['1', '1', '6', '1', '1', '1', '1', '8', '8', '3']"
520,How many animals are present in the image?,how many,number,2,5203,"['13', '18', '2', '14', '15', '12', '16', '19', '0', '10', '1', '9', '7', '4', '17', '5', '6', '11']","['2', '19', '3', '5', '2', '11', '19', '2', '2', '19']"
521,How many people are in the image?,how many,number,1,5213,"['13', '3', '18', '14', '15', '8', '16', '20', '19', '0', '1', '9', '4', '7', '2', '5', '6', '11']","['1', '1', '2', '1', '1', '8', '11', '1', '9', '1']"
522,How many people are in the image?,how many,number,1,5223,"['13', '3', '18', '14', '15', '8', '16', '20', '19', '0', '10', '1', '4', '7', '9', '2', '5', '6']","['1', '16', '17', '1', '1', '1', '1', '1', '5', '12']"
523,How many animals are present in the image?,how many,number,3,5233,"['3', '13', '18', '14', '8', '17', '12', '16', '20', '0', '1', '7', '4', '9', '10', '2', '6', '11']","['3', '3', '3', '3', '3', '15', '3', '7', '3', '3']"
524,How many people are in the image?,how many,number,1,5243,"['3', '13', '2', '14', '15', '12', '19', '20', '0', '10', '1', '4', '9', '7', '17', '5', '6', '11']","['1', '11', '1', '1', '5', '1', '3', '1', '9', '1']"
525,How many people are in the image?,how many,number,2,5253,"['3', '13', '18', '14', '15', '12', '19', '16', '20', '1', '10', '9', '7', '4', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '15', '7', '2', '2']"
526,How many animals are present in the image?,how many,number,1,5263,"['3', '13', '18', '2', '14', '15', '12', '19', '16', '0', '7', '1', '10', '9', '4', '17', '6', '11']","['1', '1', '2', '1', '18', '1', '1', '20', '1', '1']"
527,How many people are in the image?,how many,number,3,5273,"['3', '13', '18', '2', '14', '8', '12', '19', '20', '16', '1', '10', '4', '9', '17', '5', '6', '11']","['3', '3', '3', '3', '15', '3', '3', '3', '3', '3']"
528,How many people are in the image?,how many,number,1,5283,"['3', '13', '18', '14', '17', '16', '20', '19', '0', '1', '7', '4', '9', '10', '2', '5', '6', '11']","['1', '5', '1', '1', '1', '1', '1', '1', '1', '1']"
529,How many people are in the image?,how many,number,2,5293,"['3', '13', '18', '17', '8', '15', '14', '16', '19', '0', '1', '9', '4', '7', '2', '5', '6', '11']","['2', '18', '7', '2', '2', '9', '2', '2', '2', '2']"
530,How many people are in the image?,how many,number,2,5303,"['13', '18', '17', '15', '8', '12', '19', '20', '0', '7', '1', '10', '9', '4', '2', '5', '6', '11']","['2', '2', '11', '2', '2', '2', '0', '2', '2', '2']"
531,How many people are in the image?,how many,number,1,5313,"['3', '13', '18', '2', '14', '8', '15', '12', '20', '0', '1', '10', '4', '7', '9', '17', '6', '11']","['1', '15', '1', '1', '1', '1', '1', '1', '1', '8']"
532,How many people are in the image?,how many,number,2,5323,"['13', '14', '8', '15', '12', '17', '16', '20', '19', '0', '10', '1', '4', '9', '2', '5', '6', '11']","['2', '2', '2', '3', '2', '2', '4', '2', '2', '2']"
533,How many people are in the image?,how many,number,1,5333,"['3', '18', '14', '15', '8', '12', '16', '20', '19', '0', '10', '1', '9', '7', '17', '5', '6', '11']","['1', '1', '1', '1', '3', '1', '1', '1', '1', '1']"
534,How many people are in the image?,how many,number,2,5343,"['13', '3', '18', '14', '15', '8', '19', '20', '16', '0', '1', '10', '9', '7', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '17', '6', '2', '12']"
535,How many people are in the image?,how many,number,1,5353,"['3', '18', '14', '15', '8', '12', '17', '19', '16', '20', '0', '1', '10', '4', '7', '2', '5', '11']","['1', '1', '14', '1', '1', '1', '1', '1', '1', '1']"
536,How many people are in the image?,how many,number,2,5363,"['3', '13', '18', '17', '8', '15', '12', '16', '20', '19', '0', '9', '1', '7', '10', '4', '2', '11']","['2', '2', '2', '6', '2', '17', '2', '2', '2', '2']"
537,How many people are in the image?,how many,number,2,5373,"['3', '13', '18', '2', '14', '15', '8', '12', '16', '20', '0', '1', '9', '4', '10', '17', '5', '6']","['2', '2', '2', '8', '2', '2', '2', '3', '2', '2']"
538,How many people are in the image?,how many,number,1,5383,"['13', '3', '18', '2', '8', '12', '16', '20', '19', '0', '1', '9', '4', '10', '7', '17', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '19', '1']"
539,How many people are in the image?,how many,number,1,5393,"['13', '3', '18', '14', '15', '17', '12', '8', '16', '20', '19', '1', '9', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
540,How many people are in the image?,how many,number,1,5403,"['13', '3', '17', '8', '15', '14', '12', '19', '20', '16', '1', '9', '4', '7', '2', '5', '6', '11']","['1', '17', '18', '12', '1', '1', '1', '1', '1', '8']"
541,How many people are in the image?,how many,number,2,5413,"['3', '13', '18', '14', '8', '15', '12', '17', '19', '20', '16', '10', '1', '4', '7', '2', '5', '6']","['2', '7', '2', '2', '8', '2', '2', '2', '2', '13']"
542,How many people are in the image?,how many,number,3,5423,"['3', '13', '2', '14', '15', '8', '16', '19', '0', '10', '9', '4', '1', '7', '17', '5', '6', '11']","['3', '5', '3', '7', '3', '3', '3', '3', '3', '3']"
543,How many people are in the image?,how many,number,1,5433,"['13', '3', '18', '2', '14', '8', '15', '19', '20', '16', '0', '1', '9', '4', '17', '5', '6', '11']","['1', '1', '1', '3', '1', '1', '1', '1', '1', '1']"
544,How many people are in the image?,how many,number,1,5443,"['3', '13', '18', '17', '15', '14', '16', '20', '19', '0', '7', '1', '9', '10', '4', '2', '5', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '0', '1']"
545,How many people are in the image?,how many,number,1,5453,"['13', '3', '18', '2', '12', '16', '20', '19', '0', '7', '1', '10', '9', '4', '17', '5', '6', '11']","['1', '1', '1', '16', '1', '1', '9', '1', '5', '1']"
546,How many people are in the image?,how many,number,1,5463,"['13', '3', '18', '14', '15', '16', '19', '20', '0', '1', '10', '9', '7', '4', '17', '5', '6', '11']","['1', '8', '10', '1', '1', '1', '4', '1', '2', '5']"
547,How many people are in the image?,how many,number,2,5473,"['13', '3', '18', '17', '15', '14', '12', '16', '20', '0', '10', '1', '4', '7', '2', '5', '6', '11']","['2', '2', '4', '9', '2', '20', '2', '2', '1', '2']"
549,How many people are in the image?,how many,number,2,5493,"['13', '18', '17', '8', '15', '12', '16', '20', '19', '9', '7', '4', '10', '1', '2', '5', '6', '11']","['2', '2', '11', '2', '17', '4', '2', '2', '2', '7']"
550,How many people are in the image?,how many,number,2,5503,"['3', '18', '17', '8', '14', '12', '15', '16', '20', '0', '9', '7', '10', '1', '4', '2', '5', '6']","['2', '2', '2', '2', '2', '2', '2', '4', '2', '2']"
551,How many people are in the image?,how many,number,1,5513,"['13', '3', '18', '2', '14', '8', '15', '12', '19', '20', '0', '7', '1', '10', '9', '17', '5', '6']","['1', '5', '17', '15', '0', '1', '1', '2', '1', '1']"
552,How many people are in the image?,how many,number,1,5523,"['13', '3', '14', '8', '15', '12', '17', '16', '19', '0', '1', '9', '4', '7', '2', '5', '6', '11']","['1', '1', '1', '1', '2', '1', '0', '1', '1', '11']"
553,How many people are in the image?,how many,number,2,5533,"['13', '18', '14', '8', '15', '12', '16', '20', '0', '10', '9', '4', '7', '1', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '12', '2', '2', '2']"
554,How many animals are present in the image?,how many,number,1,5543,"['13', '2', '14', '15', '8', '12', '16', '20', '0', '1', '9', '4', '10', '7', '17', '5', '6', '11']","['1', '4', '15', '11', '1', '0', '1', '1', '1', '1']"
555,How many people are in the image?,how many,number,1,5553,"['3', '18', '2', '14', '8', '15', '12', '19', '20', '0', '1', '9', '4', '10', '7', '17', '5', '6']","['1', '1', '14', '1', '18', '11', '1', '1', '1', '1']"
556,How many people are in the image?,how many,number,1,5563,"['13', '3', '18', '14', '8', '15', '12', '19', '20', '0', '10', '1', '4', '7', '9', '17', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '20']"
558,How many people are in the image?,how many,number,2,5583,"['3', '18', '17', '8', '15', '14', '16', '20', '0', '10', '9', '1', '7', '4', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '18', '2', '5', '0']"
560,How many people are in the image?,how many,number,3,5603,"['3', '13', '18', '17', '15', '8', '12', '14', '16', '20', '0', '7', '1', '4', '10', '2', '5', '6']","['3', '3', '1', '3', '3', '3', '3', '20', '3', '3']"
561,How many animals are present in the image?,how many,number,1,5613,"['13', '3', '2', '14', '8', '15', '12', '19', '16', '0', '1', '7', '4', '10', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '17', '1', '1', '1']"
562,How many people are in the image?,how many,number,1,5623,"['3', '18', '15', '8', '12', '19', '20', '16', '0', '7', '1', '10', '9', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
563,How many people are in the image?,how many,number,2,5633,"['13', '3', '17', '8', '14', '12', '16', '19', '20', '0', '7', '1', '4', '10', '2', '5', '6', '11']","['2', '2', '1', '2', '8', '2', '9', '11', '2', '2']"
564,How many people are in the image?,how many,number,1,5643,"['3', '13', '18', '2', '8', '15', '19', '20', '16', '0', '1', '9', '7', '10', '17', '5', '6', '11']","['1', '1', '13', '1', '1', '1', '1', '1', '1', '18']"
565,How many people are in the image?,how many,number,1,5653,"['3', '13', '2', '14', '8', '12', '19', '20', '16', '0', '10', '1', '9', '7', '4', '17', '5', '6']","['1', '1', '1', '1', '1', '0', '1', '1', '1', '7']"
566,How many animals are present in the image?,how many,number,2,5663,"['3', '18', '17', '15', '14', '12', '16', '19', '20', '0', '10', '1', '9', '7', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '13', '2', '2', '2', '2']"
567,How many people are in the image?,how many,number,1,5673,"['3', '13', '18', '14', '8', '15', '12', '19', '20', '10', '1', '4', '7', '9', '17', '5', '6', '11']","['1', '1', '14', '1', '7', '1', '1', '4', '1', '0']"
568,How many people are in the image?,how many,number,1,5683,"['3', '13', '18', '2', '14', '15', '8', '12', '16', '20', '19', '10', '1', '9', '4', '17', '6', '11']","['1', '15', '14', '13', '1', '17', '13', '1', '4', '1']"
569,How many people are in the image?,how many,number,2,5693,"['13', '18', '17', '14', '8', '12', '16', '19', '20', '0', '1', '7', '9', '10', '4', '2', '6', '11']","['2', '2', '18', '2', '16', '2', '2', '2', '2', '11']"
570,How many people are in the image?,how many,number,2,5703,"['13', '3', '18', '14', '15', '17', '8', '19', '20', '0', '7', '1', '4', '10', '2', '5', '6', '11']","['2', '0', '3', '2', '2', '18', '2', '2', '2', '2']"
571,How many people are in the image?,how many,number,2,5713,"['13', '18', '14', '8', '17', '12', '15', '16', '20', '0', '9', '10', '1', '4', '2', '5', '6', '11']","['2', '2', '2', '5', '2', '2', '2', '2', '2', '2']"
