image_id,question,multiple_choices,question_id,question_type,multiple_choice_answer,answer_type,answers_multiple_users
205,How many windows are there?,"['8', 'no', '2', '3', 'yes', 'long jump', 'blue', 'middle of grass', '4', '5', 'exercising', '1', 'yellow', 'white', 'hips', 'red', '12', 'teddy bear']",2052,how many windows are,2,number,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
205,How many people are in the image?,"['3', '13', '17', '8', '15', '12', '19', '20', '16', '0', '1', '9', '4', '10', '7', '2', '5', '11']",2053,how many,1,number,"['1', '1', '1', '4', '2', '13', '1', '1', '1', '1']"
206,What color is the couch?,"['no', '2', '3', 'yes', 'red', 'man and woman', 'white', 'ties', 'brown', 'chasing butterfly', 'yellow', 'tan', 'gray', '4', 'deer and raccoon', 'open', '1', 'blue']",2060,what color is the,red,other,"['red', 'red', 'red', 'red', 'red', 'red', 'red', 'red', 'red', 'maroon']"
206,Is the woman on the couch and the woman in the picture the same person?,"['red', 'no', 'friends', '4', 'white', 'on chair', 'blue', 'musical chairs', 'recess', '3', '2', 'chair', 'lots', 'on right', 'idk', 'yes', 'yellow', '1']",2061,is the woman,no,yes/no,"['yes', 'no', 'no', 'no', 'no', 'yes', 'no', 'maybe', 'no', 'no']"
206,Are all the pictures lined up?,"['1', 'blue', 'animals', '2', 'yellow', 'squirrel', 'maybe', 'relaxing', 'yes', 'plain', 'are not', 'no', 'black', 'red', 'white', '4', 'monkey', '3']",2062,are,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
206,How many people are in the image?,"['3', '13', '18', '14', '8', '15', '12', '16', '20', '19', '1', '7', '10', '9', '4', '17', '5', '11']",2063,how many,1,number,"['1', '3', '17', '13', '1', '1', '1', '1', '1', '1']"
207,Is there a bird here?,"['3', 'get picked up', 'on table', 'yellow', 'television', 'living room', '2', 'in water', 'no', 'siamese', '1', 'red', 'yes', '4', 'white', 'blue', 'plain', 'comfort']",2070,is there a,yes,yes/no,"['yes', 'yes', 'no', 'no', 'yes', 'yes', 'no', 'yes', 'no', 'no']"
207,What is in the bird's nest?,"['son fell', 'birds', 'egg', 'watermelon and wine', '3', '4', 'no', '2', ""they're in park"", '1', 'yes', 'red', 'white', 'bird eggs', 'eggs', 'blue', 'yellow', 'blue shirt']",2071,what is in the,eggs,other,"['eggs', 'eggs', 'left bush', 'eggs', 'eggs', 'eggs', 'eggs', 'eggs', 'eggs', 'eggs']"
207,What will happen to the marsh mellows being cooked over the fire?,"['family', 'no', '3', 'white', 'sniffing boy', 'to feed them', 'blue', 'they will burn', 'it was crushed', '4', 'yes', ""on woman's lap"", 'yellow', '2', 'burn', '1', 'eaten', 'red']",2072,what,burn,other,"['burn', 'melt', 'melt', 'become roasted', 'they will roast', 'they will be burned', ""they'll burn"", 'will melt', 'burn', 'burn']"
207,How many people are in the image?,"['13', '3', '18', '2', '14', '8', '15', '12', '19', '16', '20', '0', '7', '10', '17', '5', '6', '11']",2073,how many,2,number,"['2', '2', '2', '2', '2', '2', '2', '6', '3', '2']"
208,What is depicted in the picture on the wall?,"['blue', 'tree', 'yellow', 'young woman', '4', 'yes', 'marshmallow on stick', 'white', 'no', 'sunset', '2', 'family', 'perfume', 'landscape', 'red', '3', 'next to sofa', '1']",2080,what is,sunset,other,"['sunset', 'sunset', 'sunset', 'sunset', 'sunset', 'sunset', 'sunset', 'sunset', 'sun', 'sun']"
208,Do the drapes match the chairs?,"['2', 'right side pic', '1', 'dark green', 'in', 'white', 'fringe', 'red', 'yes', '4', 'blue', 'closet', '3', 'floor', 'no', 'ground', 'chasing ducks', 'yellow']",2081,do the,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
208,How many chairs?,"['red', '56', 'yes', ""it's fun"", 'blue stuffed animal', 'blue', '7', 'train and boy', '2', '3', '1', '4', 'playing with bone', 'fish and duck', 'no', 'yellow', 'white', '9']",2082,how many,2,number,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
209,Is the boy playing with toys?,"['serving tea', 'no', 'white', 'yew', '1', 'what kind of dog?', 'terrier', '3', '80', '4', 'blue', 'rural', 'crossing them', '2', 'blocks', 'yes', 'yellow', 'red']",2090,is the boy,yes,yes/no,"['no', 'yes', 'no', 'yes', 'no', 'no', 'yes', 'no', 'yes', 'yes']"
209,What is on the couch?,"['yellow', 'stuffed animal', '1', 'pulling', 'stressed', 'white', 'mean', 'yes', 'red', 'people', 'eating apple', 'dog', 'red pillows', 'no', '4', '2', 'blue', '3']",2091,what is on the,stuffed animal,other,"['toy', 'stuffed animal', 'doll', 'stuffed animal', 'stuffed toy', 'bear', 'stuffed animal', 'toy', 'stuffed animal', 'toy']"
209,What color is the carpeting?,"['beige', 'yes', 'black', 'playing in sandbox', 'white', '4', 'game console', 'he forgot to wear underwear', '1', 'ended', 'yellow', 'blue', 'gray', 'brown', 'red', '2', '3', 'no']",2092,what color is the,beige,other,"['tan', 'beige', 'tan', 'beige', 'brown', 'beige', 'brown', 'beige', 'tan', 'beige']"
209,How many people are in the image?,"['3', '13', '18', '2', '14', '15', '8', '12', '16', '19', '0', '7', '1', '4', '17', '5', '6', '11']",2093,how many,1,number,"['1', '8', '15', '1', '1', '1', '1', '1', '1', '1']"
210,Are the people sitting on the bench?,"['cold', 'yellow', 'interracial', 'logs', 'birthday', 'blue', 'resting', 'scissors', 'yes', 'old', 'no', '1', 'red', '4', 'white', '2', 'ferns', '3']",2100,are the people,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
210,Is there a ball behind the bench?,"['yes', 'no', 'in water', '1 tree', 'morning', 'brown and black', 'no there is not', '4', 'yellow', 'on left', 'blue', '3', '1', '2', 'mushroom', 'white', 'red', 'left side']",2101,is there a,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
210,How many benches are there?,"['yellow', '4', 'blue', '1', '83', '9', '3', 'red', 'spell', 'yes', 'ball and bat', 'no', '6', '2', 'man in gray shirt', 'get picked up', 'medium', 'white']",2102,how many,1,number,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
210,How many people are in the image?,"['3', '13', '18', '17', '8', '14', '15', '16', '20', '19', '0', '10', '7', '1', '4', '2', '5', '6']",2103,how many,2,number,"['2', '2', '2', '19', '2', '2', '2', '2', '2', '2']"
211,Did the boy push over the girl?,"['2', 'yes', 'coat', 'blue', 'girl doll', 'no', '1', 'yellow', 'she is sitting near campfire', 'red', 'floor', 'plant and cup', 'wine glasses', 'closet', 'white', 'ground', '3', '4']",2110,did the,yes,yes/no,"['yes', 'yes', 'no', 'yes', 'no', 'yes', 'yes', 'no', 'yes', 'yes']"
211,Is the woman hurt?,"['no', 'red', 'no one is there', '4', 'yes', '3', 'on chair', 'windows', 'fearless', 'under man', 'white', 'idk', 'gliding across floor', 'blue', '1', '2', 'exercising', 'yellow']",2111,is the woman,yes,yes/no,"['not sure, maybe', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
211,Where is the potted plant?,"['mantle', 'white', 'blue', '2', 'right', '1', 'yes', ""under man's arm"", 'redhead', 'no', 'pizza and salad', 'yellow', '3', 'table', 'red', '4', 'different audiences', 'porch']",2112,where is the,right,other,"['beside window', 'on right', 'near window', 'right side', 'wall', 'right of window', 'on right', 'right', 'on floor to right', 'right']"
211,How many people are in the image?,"['13', '3', '18', '14', '15', '8', '16', '20', '19', '0', '1', '7', '4', '9', '10', '17', '6', '11']",2113,how many,1,number,"['1', '10', '1', '1', '1', '18', '14', '1', '1', '17']"
212,Where is the water?,"['1', 'doormat', 'cats', '3', 'babies', 'pond', 'yellow', 'no', 'red', 'background left corner', '2', 'yes', 'blue', 'well', 'white', 'lake', '4', 'h']",2120,where is the,pond,other,"['pond', 'in pond', 'pond', 'pond', 'in pond', 'outside', 'next to bush', 'near center of picture', 'middle', 'pond']"
212,What is behind the girl?,"['one in red', 'yes', 'playing tea party', 'log', 'building', 'blue', 'boy in blue shirt', 'no', '1', 'yellow', '4', '3', 'red', 'white', ""they're done"", 'tree', 'boy', '2']",2121,what is,log,other,"['log', 'shrub', 'log', 'butterflies', 'buch', 'log', 'log', 'log', 'log', 'log']"
212,Is there an odd number of ducks around the pond?,"['pomeranian', 'white', 'raising his arm', 'lotus', 'blue', '3', 'yes', 'no', 'on monkey bars', 'canvas print', 'rug', 'yellow', 'red', '4', '2', 'fish', 'mallard', '1']",2122,is there,yes,yes/no,"['yes', 'no', 'no', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']"
212,How many animals are present in the image?,"['3', '13', '18', '14', '8', '15', '19', '20', '16', '0', '10', '7', '9', '4', '2', '5', '6', '11']",2123,how many,2,number,"['2', '7', '2', '2', '2', '2', '2', '2', '16', '2']"
213,Does the woman appear bored?,"['closet', 'red', 'no', 'white', 'blue', 'yellow', 'yes', 'bird and football', '1', 'scooter', 'holding hamburger', 'tv and game console', '4', '3', 'wine bottles and yarn', 'idk', '2', 'study']",2130,does the,yes,yes/no,"['no', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes']"
213,What is laying on the rug?,"['white', 'baby', '1', 'to cut hair', 'floor', '3', 'fast', 'dog', '4', 'she is happy', 'no', 'red', 'yellow', 'blue', 'cat', '2', 'yes', 'see saw']",2131,what is,dog,other,"['dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog']"
213,Is the rug sleeping peacefully?,"['3', '2', 'yes', 'blue', '4', 'go', 'rectangle', 'on boys lap', 'white', 'rectangular', 'red', '1', 'grandmother', 'yellow', 'no', 'square', 'hide', '1 dog and 2 birds']",2132,is the,no,yes/no,"['yes', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes']"
213,How many people are in the image?,"['13', '3', '18', '2', '15', '12', '19', '20', '16', '0', '1', '9', '4', '7', '10', '17', '5', '11']",2133,how many,1,number,"['1', '9', '1', '13', '1', '6', '1', '15', '1', '6']"
214,Is the little boy being safe?,"['white', '3', '1', 'no', 'happy', '1 on ground', 'red', 'yew', 'blue', '2', 'getting sun', 'yes', 'alone', 'yellow', 'laces', '4', ""daisy's"", 'mo']",2140,is the,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
214,Is it daytime?,"['blue', 'maybe', 'seesaw and slide', 'yellow', '4', '3', 'yes', 'twist', 'red', 'beside couch', 'birds and squirrels', 'white', '1', 'evening', '2', 'daytime', 'no', 'in bed']",2141,is it,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
214,What should he have worn on his head?,"['vertically', '4', 'white', 'yellow', 'helmet', 'hat', 'bottom of cloud', 'rug', '3', '2', 'go down', 'red', 'ottoman', 'blue', 'yes', '1', 'no', 'buckets']",2142,what,helmet,other,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
214,How many people are in the image?,"['3', '13', '18', '2', '14', '15', '12', '20', '0', '1', '9', '4', '10', '7', '17', '5', '6', '11']",2143,how many,1,number,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
215,What color is the woman's cup?,"['white', 'girl', 'pail', 'no rug', 'baby and girl', 'red', 'brown', '3', '2', '4', 'windowsills', 'no', 'green', 'blue', 'black', '1', 'yellow', 'yes']",2150,what color is the,blue,other,"['blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue']"
215,What color is the table?,"['1', 'blue', 'daisies', 'red', 'older woman', 'brown', 'sweat', '3', 'yellow', 'white', '4', 'yes', 'hot dog', 'no', 'black', 'green', 'swings', '2']",2151,what color is the,white,other,"['white', 'white', 'brown', 'white', 'brown', 'white', 'brown', 'white', 'brown with white tablecloth', 'brown']"
215,Is the woman sitting with her back against the chair?,"['next to tv', 'no', 'blue', 'in', 'eyeing', 'yellow', '1', '3', 'white', 'on chair', 'red', 'idk', 'yes', 'yellow, tan and white', '4', '2', 'yes she is', 'fighting']",2152,is the woman,no,yes/no,"['yes', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']"
215,How many people are in the image?,"['3', '18', '2', '14', '8', '15', '12', '19', '16', '20', '10', '1', '9', '4', '17', '5', '6', '11']",2153,how many,2,number,"['2', '2', '2', '2', '2', '9', '2', '16', '2', '4']"
216,Why is the cat sitting in front of the fireplace?,"['blue', 'yes', 'kick it', '1', '3', 'sad', '2', '4', 'yellow', 'warmth', 'getting warm', 'no', 'red', 'tired', 'fear', 'behind', 'white', 'to get warm']",2160,why is the,to get warm,other,"['to get warm', 'getting warm', 'to get warm', 'unsure', 'to keep warm', 'to stay warm', 'warming up', 'to stay warm', 'to get warm', 'yes']"
216,What is the plant sitting on?,"['rug', '4', '1', '3', 'white', 'roasted marshmallows', 'red', 'brown and white', 'yellow', 'bench', 'no', 'stool', 'yes', 'book bottle', 'blue', 'litterbugs', 'table', '2']",2161,what is the,bench,other,"['bench', 'bench', 'bench', 'table', 'bench', 'bench', 'bench', 'table', 'bench', 'table']"
216,Is the window open?,"['4', 'no', '5 ft', '2', 'yes', 'cupcake', 'koi', 'daisy', 'yellow', 'blue', 'close', 'closed', 'window', '3', 'red', 'open', 'white', '1']",2162,is the,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
216,How many people are in the image?,"['13', '3', '18', '14', '15', '8', '12', '16', '19', '20', '0', '1', '10', '4', '7', '2', '6', '11']",2163,how many,1,number,"['1', '1', '11', '1', '17', '1', '1', '16', '1', '1']"
217,What color hair does the boy have?,"['white', 'yellow', 'blonde', 'getting up', 'kicked', 'blue', 'red', 'under windows', 'brown', '4', '2', 'no', 'orange', 'yes', '3', '1', ""he's full"", 'jumping over log']",2170,what color,red,other,"['red', 'brown', 'red', 'red', 'red', 'red', 'red', 'brown', 'red', 'red']"
217,Are all three painting the same?,"['yellow', '2', 'one on table', 'yes', 'real', 'blue', 'red', 'groundskeeper', 'baby is on chair', 'plain', '1', 'maybe', 'white', '3', 'are not', 'no', '4', 'dollhouse and tea set']",2171,are,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
217,Is all of the furniture the same color?,"['yellow', 'grandmother', '2', '1', 'no', 'yes', 'pick up', 'blonde', 'room is empty', 'watching deer', 'alcohol', '4', 'brown', 'red', 'blue', 'frisbee', '3', 'white']",2172,is,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
217,How many people are in the image?,"['13', '3', '18', '14', '15', '17', '12', '16', '20', '19', '0', '1', '7', '4', '9', '2', '5', '6']",2173,how many,1,number,"['1', '4', '1', '1', '1', '1', '11', '1', '1', '1']"
218,Is the lady on the couch tired?,"['maybe', 'no', 'dolls', 'yes', 'to watch them', '3', 'out of frame', 'he’s', 'blue', 'on bench', '2', 'yellow', '4', 'pigtails', 'to see turtle', 'white', 'red', '1']",2180,is the lady,yes,yes/no,"['no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no']"
218,Did the lady on the couch throw a toy at the cat?,"['4', 'white', 'buzzing around food', '3', 'blue', 'don', 'yellow', 'no', 'sky', 'bicycle', '1', '2', 'she is happy', 'whiskers', 'red', 'yes', 'floor', 'ground']",2181,did the,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no']"
218,Do the sofa have pillows?,"['blue', '3', 'yes', 'no', 'boy 1 and boy 2', 'yellow', 'under tree', '4', '2', '1', 'leaves', 'pines', 'to girl', 'raising his arm', 'ground', 'wine bottles', 'red', 'white']",2182,do the,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
219,What is the cat doing?,"['4', 'red', '2', 'sleeping', 'yes', 'grandma', 'sand', 'stretching', 'resting', 'blue', 'napping', 'bird and butterflies', 'white', '3', 'no', 'legos and doll', '1', 'yellow']",2190,what is the cat,sleeping,other,"['sleeping', 'sleeping', 'sleeping', 'sleeping', 'sleeping', 'sleeping', 'sleeping', 'sleeping', 'sleeping', 'resting']"
219,Does the cat see the mouse?,"['they are dating', 'walking his bicycle', 'tree', 'white', '3', '4', '2', 'yellow', 'low', 'yes', 'red', 'closet', '1', 'blue', 'dolls', 'no', 'floor', 'ground']",2191,does the,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
219,Is the lady in the picture looking at the girl on the couch?,"['safety', 'blue', 'maybe', 'plant', 'yellow', '1', 'no', 'red', 'white', 'coat rack', '4', 'he just threw ball', 'warm himself', '3', 'squares', '2', 'urd', 'yes']",2192,is the lady,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'no', 'yes', 'no']"
219,How many people are in the image?,"['3', '13', '18', '14', '15', '12', '19', '20', '16', '0', '7', '1', '10', '4', '2', '5', '6', '11']",2193,how many,1,number,"['1', '1', '4', '6', '1', '1', '1', '1', '1', '1']"
220,Is the little girl happy?,"['yes', 'white', 'no', 'unsure', 'playing on see saw', 'yellow', 'fell off', 'his friend is coming over', '1', 'red', 'black and brown', 'happy?', '4', 'mo', 'blue', '3', 'they are on other side', '2']",2200,is the little girl,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
220,What is next to pillow?,"['bear', 'red', '3', 'white', '4', 'yes', 'resting', 'blanket', 'no', 'sheets', 'brother and sister', '2', 'landscape', 'cat', ""under man's arm"", '1', 'yellow', 'blue']",2201,what is,bear,other,"['teddy bear', 'stuffed animal', 'toy', 'bear', 'stuffed animal', 'stuffed toy', 'bear', 'bear', 'bear', 'teddy bear']"
220,Does the pillow match the curtains?,"['slow', 'chasing yarn', 'clash', ""i don't know"", 'no', '4', 'white', '1', 'in girls hands', 'blue', 'tablecloth', 'granddaughter', 'red', 'class', 'yellow', '3', '2', 'yes']",2202,does the,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
220,How many people are in the image?,"['13', '3', '18', '8', '15', '12', '16', '19', '20', '0', '10', '1', '4', '9', '7', '17', '6', '11']",2203,how many,1,number,"['1', '11', '11', '7', '1', '1', '1', '1', '1', '8']"
221,What kind of stuffed animal does the child have?,"['xbox', '4', 'red', 'sweet', 'shrubs', 'no', 'cat', 'blue', 'bear', '1', 'yes', 'teddy bear', 'yellow', '2', 'white', '3', 'chasing it', 'rabbit']",2210,what kind of,teddy bear,other,"['teddy bear', 'teddy bear', 'bear', 'teddy bear', 'bear', 'bear', 'bear', 'teddy bear', 'bear', 'teddy bear']"
221,How many dolls are there?,"['2', 'asleep', '4 feet', '4', 'red', 'no', 'white', '0', 'blue', '1', 'yellow', 'comeback dog', '12', '9', 'yes', '5', '3', 'chasing cat']",2211,how many,0,number,"['0', '0', '1', '0', '0', '1', '0', '0', '0', '1']"
221,What is on the table?,"['blue', 'red', 'cat on couch', 'fall', 'flowers', 'beside bench', 'dog', 'no', 'white', '3', 'woman', '4', '1', 'tv', 'food', 'yes', 'yellow', '2']",2212,what is on the,tv,other,"['tv', 'tv', 'tv', 'tv', 'television', 'tv', 'tv', 'tv', 'tv', 'television']"
222,How many people can sit at the table?,"['3', '45', 'yes', 'married', 'blue', '2', 'to relax', 'red', '6', '4', 'no', 'white', 'animal', '1', 'eye', 'yellow', '10', 'wine glass']",2220,how many,4,number,"['0', '4', '4', '4', '4', '4', '0', '4', '4', '4']"
222,Do both windows have matching curtains?,"['long', 'no image', ""girl's"", ""daisy's"", 'in front of dog', 'yes', 'blue', 'white', '3', '2', '6', 'no', 'red', '1', '4', 'asian', 'feeding squirrel', 'yellow']",2221,do,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
